KO_ID	Category1
K02461	Bacterial secretion system
K02462	Bacterial secretion system
K02463	Bacterial secretion system
K02464	Bacterial secretion system
K02465	Bacterial secretion system
K02654	Bacterial secretion system
K03070	Bacterial secretion system
K03071	Bacterial secretion system
K03072	Bacterial secretion system
K03073	Bacterial secretion system
K03074	Bacterial secretion system
K03075	Bacterial secretion system
K03076	Bacterial secretion system
K03106	Bacterial secretion system
K03110	Bacterial secretion system
K03116	Bacterial secretion system
K03117	Bacterial secretion system
K03118	Bacterial secretion system
K03194	Bacterial secretion system
K03195	Bacterial secretion system
K03196	Bacterial secretion system
K03197	Bacterial secretion system
K03198	Bacterial secretion system
K03199	Bacterial secretion system
K03200	Bacterial secretion system
K03201	Bacterial secretion system
K03202	Bacterial secretion system
K03203	Bacterial secretion system
K03204	Bacterial secretion system
K03205	Bacterial secretion system
K03210	Bacterial secretion system
K03217	Bacterial secretion system
K03219	Bacterial secretion system
K03220	Bacterial secretion system
K03221	Bacterial secretion system
K03222	Bacterial secretion system
K03223	Bacterial secretion system
K03224	Bacterial secretion system
K03225	Bacterial secretion system
K03226	Bacterial secretion system
K03227	Bacterial secretion system
K03228	Bacterial secretion system
K03229	Bacterial secretion system
K03230	Bacterial secretion system
K03425	Bacterial secretion system
K04053	Bacterial secretion system
K04054	Bacterial secretion system
K04056	Bacterial secretion system
K04057	Bacterial secretion system
K04058	Bacterial secretion system
K04059	Bacterial secretion system
K11003	Bacterial secretion system
K11004	Bacterial secretion system
K11891	Bacterial secretion system
K11892	Bacterial secretion system
K11893	Bacterial secretion system
K11895	Bacterial secretion system
K11896	Bacterial secretion system
K11897	Bacterial secretion system
K11900	Bacterial secretion system
K11901	Bacterial secretion system
K11902	Bacterial secretion system
K11903	Bacterial secretion system
K11904	Bacterial secretion system
K11905	Bacterial secretion system
K11906	Bacterial secretion system
K11907	Bacterial secretion system
K11910	Bacterial secretion system
K11911	Bacterial secretion system
K11919	Bacterial secretion system
K12257	Bacterial secretion system
K12340	Bacterial secretion system
K12530	Bacterial secretion system
K12531	Bacterial secretion system
K12532	Bacterial secretion system
K12533	Bacterial secretion system
K12534	Bacterial secretion system
K12535	Bacterial secretion system
K12536	Bacterial secretion system
K12537	Bacterial secretion system
K12538	Bacterial secretion system
K12539	Bacterial secretion system
K12540	Bacterial secretion system
K12541	Bacterial secretion system
K12542	Bacterial secretion system
K12543	Bacterial secretion system
K13301	Bacterial secretion system
K13408	Bacterial secretion system
K13409	Bacterial secretion system
K16299	Bacterial secretion system
K16300	Bacterial secretion system
K02487	Two-component regulatory system
K02488	Two-component regulatory system
K02489	Two-component regulatory system
K02490	Two-component regulatory system
K02491	Two-component regulatory system
K02657	Two-component regulatory system
K02658	Two-component regulatory system
K02667	Two-component regulatory system
K02668	Two-component regulatory system
K03407	Two-component regulatory system
K03412	Two-component regulatory system
K03413	Two-component regulatory system
K03415	Two-component regulatory system
K06596	Two-component regulatory system
K06597	Two-component regulatory system
K07636	Two-component regulatory system
K07637	Two-component regulatory system
K07638	Two-component regulatory system
K07639	Two-component regulatory system
K07640	Two-component regulatory system
K07641	Two-component regulatory system
K07642	Two-component regulatory system
K07643	Two-component regulatory system
K07644	Two-component regulatory system
K07645	Two-component regulatory system
K07646	Two-component regulatory system
K07647	Two-component regulatory system
K07648	Two-component regulatory system
K07649	Two-component regulatory system
K07650	Two-component regulatory system
K07651	Two-component regulatory system
K07652	Two-component regulatory system
K07653	Two-component regulatory system
K07654	Two-component regulatory system
K07655	Two-component regulatory system
K07656	Two-component regulatory system
K07657	Two-component regulatory system
K07658	Two-component regulatory system
K07659	Two-component regulatory system
K07660	Two-component regulatory system
K07661	Two-component regulatory system
K07662	Two-component regulatory system
K07663	Two-component regulatory system
K07664	Two-component regulatory system
K07665	Two-component regulatory system
K07666	Two-component regulatory system
K07667	Two-component regulatory system
K07668	Two-component regulatory system
K07669	Two-component regulatory system
K07670	Two-component regulatory system
K07671	Two-component regulatory system
K07672	Two-component regulatory system
K07673	Two-component regulatory system
K07674	Two-component regulatory system
K07675	Two-component regulatory system
K07676	Two-component regulatory system
K07677	Two-component regulatory system
K07678	Two-component regulatory system
K07679	Two-component regulatory system
K07680	Two-component regulatory system
K07681	Two-component regulatory system
K07682	Two-component regulatory system
K07683	Two-component regulatory system
K07684	Two-component regulatory system
K07685	Two-component regulatory system
K07686	Two-component regulatory system
K07687	Two-component regulatory system
K07689	Two-component regulatory system
K07690	Two-component regulatory system
K07691	Two-component regulatory system
K07692	Two-component regulatory system
K07693	Two-component regulatory system
K07694	Two-component regulatory system
K07695	Two-component regulatory system
K07696	Two-component regulatory system
K07697	Two-component regulatory system
K07698	Two-component regulatory system
K07699	Two-component regulatory system
K07700	Two-component regulatory system
K07701	Two-component regulatory system
K07702	Two-component regulatory system
K07703	Two-component regulatory system
K07704	Two-component regulatory system
K07705	Two-component regulatory system
K07706	Two-component regulatory system
K07707	Two-component regulatory system
K07708	Two-component regulatory system
K07709	Two-component regulatory system
K07710	Two-component regulatory system
K07711	Two-component regulatory system
K07712	Two-component regulatory system
K07713	Two-component regulatory system
K07714	Two-component regulatory system
K07715	Two-component regulatory system
K07716	Two-component regulatory system
K07717	Two-component regulatory system
K07718	Two-component regulatory system
K07719	Two-component regulatory system
K07720	Two-component regulatory system
K07768	Two-component regulatory system
K07769	Two-component regulatory system
K07770	Two-component regulatory system
K07771	Two-component regulatory system
K07772	Two-component regulatory system
K07773	Two-component regulatory system
K07774	Two-component regulatory system
K07775	Two-component regulatory system
K07776	Two-component regulatory system
K07777	Two-component regulatory system
K07778	Two-component regulatory system
K08082	Two-component regulatory system
K08083	Two-component regulatory system
K08475	Two-component regulatory system
K08476	Two-component regulatory system
K08479	Two-component regulatory system
K10125	Two-component regulatory system
K10126	Two-component regulatory system
K10681	Two-component regulatory system
K10682	Two-component regulatory system
K10697	Two-component regulatory system
K10715	Two-component regulatory system
K10909	Two-component regulatory system
K10911	Two-component regulatory system
K10912	Two-component regulatory system
K10916	Two-component regulatory system
K10942	Two-component regulatory system
K10943	Two-component regulatory system
K11231	Two-component regulatory system
K11232	Two-component regulatory system
K11233	Two-component regulatory system
K11328	Two-component regulatory system
K11329	Two-component regulatory system
K11330	Two-component regulatory system
K11332	Two-component regulatory system
K11354	Two-component regulatory system
K11355	Two-component regulatory system
K11357	Two-component regulatory system
K11383	Two-component regulatory system
K11384	Two-component regulatory system
K11443	Two-component regulatory system
K11444	Two-component regulatory system
K11520	Two-component regulatory system
K11521	Two-component regulatory system
K11522	Two-component regulatory system
K11523	Two-component regulatory system
K11526	Two-component regulatory system
K11614	Two-component regulatory system
K11615	Two-component regulatory system
K11617	Two-component regulatory system
K11618	Two-component regulatory system
K11623	Two-component regulatory system
K11624	Two-component regulatory system
K11629	Two-component regulatory system
K11630	Two-component regulatory system
K11633	Two-component regulatory system
K11634	Two-component regulatory system
K11637	Two-component regulatory system
K11638	Two-component regulatory system
K11640	Two-component regulatory system
K11641	Two-component regulatory system
K11691	Two-component regulatory system
K11692	Two-component regulatory system
K12294	Two-component regulatory system
K12295	Two-component regulatory system
K13040	Two-component regulatory system
K13041	Two-component regulatory system
K13490	Two-component regulatory system
K13491	Two-component regulatory system
K13532	Two-component regulatory system
K13533	Two-component regulatory system
K13584	Two-component regulatory system
K13587	Two-component regulatory system
K13589	Two-component regulatory system
K13591	Two-component regulatory system
K13598	Two-component regulatory system
K13599	Two-component regulatory system
K13815	Two-component regulatory system
K13924	Two-component regulatory system
K14978	Two-component regulatory system
K14979	Two-component regulatory system
K14980	Two-component regulatory system
K14981	Two-component regulatory system
K14982	Two-component regulatory system
K14983	Two-component regulatory system
K14986	Two-component regulatory system
K14987	Two-component regulatory system
K14988	Two-component regulatory system
K14989	Two-component regulatory system
K15011	Two-component regulatory system
K15012	Two-component regulatory system
K15859	Two-component regulatory system
K17060	Two-component regulatory system
K17061	Two-component regulatory system
K18072	Two-component regulatory system
K18073	Two-component regulatory system
K18143	Two-component regulatory system
K18144	Two-component regulatory system
K18344	Two-component regulatory system
K18345	Two-component regulatory system
K18349	Two-component regulatory system
K18350	Two-component regulatory system
K18351	Two-component regulatory system
K18352	Two-component regulatory system
K18444	Two-component regulatory system
K18940	Two-component regulatory system
K18941	Two-component regulatory system
K18986	Two-component regulatory system
K18987	Two-component regulatory system
K19077	Two-component regulatory system
K19078	Two-component regulatory system
K19081	Two-component regulatory system
K19082	Two-component regulatory system
K19609	Two-component regulatory system
K19610	Two-component regulatory system
K19616	Two-component regulatory system
K19617	Two-component regulatory system
K19641	Two-component regulatory system
K19661	Two-component regulatory system
K19690	Two-component regulatory system
K19691	Two-component regulatory system
K19692	Two-component regulatory system
K20263	Two-component regulatory system
K20264	Two-component regulatory system
K20339	Two-component regulatory system
K20340	Two-component regulatory system
K20487	Two-component regulatory system
K20488	Two-component regulatory system
K20973	Two-component regulatory system
K20974	Two-component regulatory system
K20975	Two-component regulatory system
K20976	Two-component regulatory system
K20977	Two-component regulatory system
K00182	Cell signaling
K00312	Cell signaling
K00408	Cell signaling
K00444	Cell signaling
K00445	Cell signaling
K00572	Cell signaling
K00714	Cell signaling
K00922	Cell signaling
K01064	Cell signaling
K01357	Cell signaling
K01384	Cell signaling
K01558	Cell signaling
K01768	Cell signaling
K02084	Cell signaling
K02087	Cell signaling
K02089	Cell signaling
K02091	Cell signaling
K02105	Cell signaling
K02187	Cell signaling
K02206	Cell signaling
K02216	Cell signaling
K02220	Cell signaling
K02235	Cell signaling
K02329	Cell signaling
K02353	Cell signaling
K02354	Cell signaling
K02375	Cell signaling
K02376	Cell signaling
K02432	Cell signaling
K02555	Cell signaling
K02580	Cell signaling
K02599	Cell signaling
K02620	Cell signaling
K02649	Cell signaling
K02831	Cell signaling
K02842	Cell signaling
K03083	Cell signaling
K03114	Cell signaling
K03175	Cell signaling
K03209	Cell signaling
K04345	Cell signaling
K04365	Cell signaling
K04366	Cell signaling
K04367	Cell signaling
K04368	Cell signaling
K04369	Cell signaling
K04371	Cell signaling
K04388	Cell signaling
K04397	Cell signaling
K04399	Cell signaling
K04403	Cell signaling
K04404	Cell signaling
K04412	Cell signaling
K04415	Cell signaling
K04416	Cell signaling
K04417	Cell signaling
K04418	Cell signaling
K04419	Cell signaling
K04420	Cell signaling
K04421	Cell signaling
K04423	Cell signaling
K04425	Cell signaling
K04426	Cell signaling
K04427	Cell signaling
K04428	Cell signaling
K04429	Cell signaling
K04430	Cell signaling
K04431	Cell signaling
K04432	Cell signaling
K04433	Cell signaling
K04440	Cell signaling
K04441	Cell signaling
K04447	Cell signaling
K04456	Cell signaling
K04463	Cell signaling
K04464	Cell signaling
K04467	Cell signaling
K04489	Cell signaling
K04490	Cell signaling
K04491	Cell signaling
K04492	Cell signaling
K04500	Cell signaling
K04501	Cell signaling
K04503	Cell signaling
K04505	Cell signaling
K04522	Cell signaling
K04527	Cell signaling
K04563	Cell signaling
K04630	Cell signaling
K04632	Cell signaling
K04662	Cell signaling
K04663	Cell signaling
K04664	Cell signaling
K04665	Cell signaling
K04667	Cell signaling
K04670	Cell signaling
K04671	Cell signaling
K04672	Cell signaling
K04673	Cell signaling
K04674	Cell signaling
K04675	Cell signaling
K04676	Cell signaling
K04681	Cell signaling
K04690	Cell signaling
K04692	Cell signaling
K04694	Cell signaling
K04695	Cell signaling
K04696	Cell signaling
K04697	Cell signaling
K04698	Cell signaling
K04699	Cell signaling
K04701	Cell signaling
K04728	Cell signaling
K04729	Cell signaling
K04730	Cell signaling
K04733	Cell signaling
K04734	Cell signaling
K04735	Cell signaling
K04948	Cell signaling
K04952	Cell signaling
K05866	Cell signaling
K05867	Cell signaling
K05868	Cell signaling
K06051	Cell signaling
K06053	Cell signaling
K06059	Cell signaling
K06060	Cell signaling
K06170	Cell signaling
K06171	Cell signaling
K06172	Cell signaling
K06224	Cell signaling
K06225	Cell signaling
K06226	Cell signaling
K06227	Cell signaling
K06228	Cell signaling
K06229	Cell signaling
K06230	Cell signaling
K06618	Cell signaling
K06620	Cell signaling
K06626	Cell signaling
K06627	Cell signaling
K06632	Cell signaling
K06640	Cell signaling
K06641	Cell signaling
K06645	Cell signaling
K06646	Cell signaling
K06650	Cell signaling
K06685	Cell signaling
K07201	Cell signaling
K07209	Cell signaling
K07210	Cell signaling
K07376	Cell signaling
K07760	Cell signaling
K08041	Cell signaling
K08042	Cell signaling
K08043	Cell signaling
K08044	Cell signaling
K08045	Cell signaling
K08046	Cell signaling
K08047	Cell signaling
K08048	Cell signaling
K08049	Cell signaling
K08791	Cell signaling
K08845	Cell signaling
K09249	Cell signaling
K09389	Cell signaling
K09408	Cell signaling
K09448	Cell signaling
K10151	Cell signaling
K10152	Cell signaling
K10159	Cell signaling
K10160	Cell signaling
K11217	Cell signaling
K11218	Cell signaling
K11219	Cell signaling
K11220	Cell signaling
K11221	Cell signaling
K11222	Cell signaling
K11223	Cell signaling
K11224	Cell signaling
K11225	Cell signaling
K11988	Cell signaling
K11989	Cell signaling
K11990	Cell signaling
K12318	Cell signaling
K12319	Cell signaling
K12323	Cell signaling
K12324	Cell signaling
K12413	Cell signaling
K12760	Cell signaling
K13375	Cell signaling
K13376	Cell signaling
K13377	Cell signaling
K13567	Cell signaling
K13578	Cell signaling
K13596	Cell signaling
K13597	Cell signaling
K14505	Cell signaling
K16172	Cell signaling
K16620	Cell signaling
K16621	Cell signaling
K16622	Cell signaling
K16683	Cell signaling
K16684	Cell signaling
K16685	Cell signaling
K16686	Cell signaling
K16687	Cell signaling
K16790	Cell signaling
K16791	Cell signaling
K16797	Cell signaling
K16798	Cell signaling
K16799	Cell signaling
K16820	Cell signaling
K16821	Cell signaling
K16822	Cell signaling
K17454	Cell signaling
K17534	Cell signaling
K18065	Cell signaling
K18283	Cell signaling
K18806	Cell signaling
K18809	Cell signaling
K18810	Cell signaling
K18811	Cell signaling
K18812	Cell signaling
K18813	Cell signaling
K20994	Cell signaling
K20995	Cell signaling
K20996	Cell signaling
K21283	Cell signaling
