CDS	DNA	RNA
TOBG-MED-633_1230	3.748103	7.961258
TOBG-MED-633_1232	3.835381	2.193846
TOBG-MED-633_1233	46.431537	0
TOBG-MED-633_1234	2.675491	0
TOBG-MED-633_1235	1.747887	0
TOBG-MED-633_1236	3.285349	4.673381
TOBG-MED-633_1237	11.245392	0
TOBG-MED-633_1238	2.380138	0
TOBG-MED-633_124	2.851817	6.143341
TOBG-MED-633_1243	4.912916	9.706875
TOBG-MED-633_1244	1.95565	3.054905
TOBG-MED-633_1245	1.317382	0
TOBG-MED-633_1246	7.740239	0
TOBG-MED-633_1247	2.1161	0
TOBG-MED-633_1248	1.337745	5.748795
TOBG-MED-633_1249	32.062568	204.444936
TOBG-MED-633_125	2.561476	0
TOBG-MED-633_1250	2.713543	0
TOBG-MED-633_1251	51.124806	0
TOBG-MED-633_1252	2.596023	0
TOBG-MED-633_1254	1.377063	1.742598
TOBG-MED-633_1255	1.418441	0
TOBG-MED-633_1256	1.663426	0
TOBG-MED-633_1257	0.657162	2.215631
TOBG-MED-633_1258	3.089856	3.509659
TOBG-MED-633_1259	2.217509	0
TOBG-MED-633_126	1.996542	7.64688
TOBG-MED-633_1260	1.609021	0
TOBG-MED-633_1261	1.632057	0
TOBG-MED-633_1262	2.304153	20.235333
TOBG-MED-633_1264	1.500412	30.432383
TOBG-MED-633_1265	3.348305	88.630909
TOBG-MED-633_1266	39.674275	157.58801
TOBG-MED-633_1267	3.390207	15.842789
TOBG-MED-633_1268	6.824673	0
TOBG-MED-633_1269	2.717496	3.505562
TOBG-MED-633_1270	3.813278	0
TOBG-MED-633_1271	3.124849	5.642757
TOBG-MED-633_1272	2.295947	0
TOBG-MED-633_1273	2.615407	0
TOBG-MED-633_1274	0.895033	7.595345
TOBG-MED-633_1275	5.96264	0
TOBG-MED-633_1276	4.54806	0
TOBG-MED-633_1277	2.252378	5.680273
TOBG-MED-633_1279	1.081432	0
TOBG-MED-633_128	3.162916	0
TOBG-MED-633_1280	3.708172	5.639498
TOBG-MED-633_1281	0.735333	3.727053
TOBG-MED-633_1284	2.030701	0
TOBG-MED-633_1289	0.758791	0
TOBG-MED-633_129	13.88745	0
TOBG-MED-633_1291	1.658562	2.809665
TOBG-MED-633_1293	2.212265	1.86893
TOBG-MED-633_1297	3.734624	0
TOBG-MED-633_1298	0.831938	0
TOBG-MED-633_1299	3.299843	11.091712
TOBG-MED-633_130	3.31095	0
TOBG-MED-633_1300	11.200474	17.921469
TOBG-MED-633_1301	2.544392	0
TOBG-MED-633_1302	0.743759	3.770664
TOBG-MED-633_1303	0.988923	0
TOBG-MED-633_1304	1.880839	0
TOBG-MED-633_1305	5.520848	0
TOBG-MED-633_1307	6.476581	0
TOBG-MED-633_1308	2.508033	3.696279
TOBG-MED-633_1309	2.068108	0
TOBG-MED-633_131	1.161455	0
TOBG-MED-633_1311	3.009876	25.168836
TOBG-MED-633_1312	4.115505	52.994942
TOBG-MED-633_1313	1.981516	0
TOBG-MED-633_1314	7.941211	2.36138
TOBG-MED-633_1316	3.087686	0
TOBG-MED-633_1317	5.520848	0
TOBG-MED-633_132	2.829154	0
TOBG-MED-633_1321	1.840283	4.814663
TOBG-MED-633_1323	4.11936	0
TOBG-MED-633_1324	6.586911	2.263181
TOBG-MED-633_1325	1.11391	0
TOBG-MED-633_1327	3.003146	20.623382
TOBG-MED-633_1328	28.560861	45.434876
TOBG-MED-633_133	0.917165	0
TOBG-MED-633_1331	4.267455	0
TOBG-MED-633_1333	7.008909	0
TOBG-MED-633_1335	15.956168	3.66207
TOBG-MED-633_1336	12.953161	0
TOBG-MED-633_134	2.718085	0
TOBG-MED-633_1340	1.358748	0
TOBG-MED-633_1341	0.723128	14.506465
TOBG-MED-633_1344	4.316094	0
TOBG-MED-633_1345	2.093639	0
TOBG-MED-633_1346	2.916551	0.615833
TOBG-MED-633_1348	0.688531	0
TOBG-MED-633_1351	3.285809	17.725049
TOBG-MED-633_1352	0.779486	1.977908
TOBG-MED-633_1353	0.683097	2.880961
TOBG-MED-633_1354	2.512352	9.777227
TOBG-MED-633_1355	2.181033	15.820665
TOBG-MED-633_1356	4.54806	25.209828
TOBG-MED-633_1358	0.763442	52.925825
TOBG-MED-633_136	1.854158	0
TOBG-MED-633_1362	2.276658	5.836506
TOBG-MED-633_1364	2.751495	94.23588
TOBG-MED-633_1365	1.973775	10.915976
TOBG-MED-633_1368	2.863165	8.80378
TOBG-MED-633_137	2.076609	0
TOBG-MED-633_1370	3.638311	0
TOBG-MED-633_1371	2.569574	23.153603
TOBG-MED-633_1375	11.027568	0
TOBG-MED-633_1376	1.736436	2.545188
TOBG-MED-633_1377	1.99165	0
TOBG-MED-633_1378	2.110367	16.030126
TOBG-MED-633_1379	1.14355	0
TOBG-MED-633_138	1.544669	9.348784
TOBG-MED-633_1381	2.118739	0
TOBG-MED-633_1382	2.938325	0
TOBG-MED-633_1383	2.441061	10.333522
TOBG-MED-633_1384	1.07047	18.432843
TOBG-MED-633_1385	0.94728	8.855839
TOBG-MED-633_1386	3.201923	5.790951
TOBG-MED-633_1387	1.611794	0
TOBG-MED-633_1388	3.017043	3.534283
TOBG-MED-633_1389	5.461178	0
TOBG-MED-633_139	1.281878	11.339686
TOBG-MED-633_1390	1.395257	0
TOBG-MED-633_1391	2.594173	4.621942
TOBG-MED-633_1393	4.169428	0
TOBG-MED-633_1394	2.324501	0
TOBG-MED-633_1395	1.713285	0
TOBG-MED-633_1396	3.165463	2.678308
TOBG-MED-633_1397	1.242019	3.137393
TOBG-MED-633_1401	5.010621	0
TOBG-MED-633_1403	0.813687	22.733748
TOBG-MED-633_1404	5.681943	14.888238
TOBG-MED-633_1405	0.625498	1.05349
TOBG-MED-633_1406	0.663883	0
TOBG-MED-633_1407	47.663981	0
TOBG-MED-633_1408	1.981306	0
TOBG-MED-633_1409	1.304148	0
TOBG-MED-633_141	1.85342	1.616967
TOBG-MED-633_1410	1.185092	0
TOBG-MED-633_1411	4.594161	0
TOBG-MED-633_1412	1.718477	2.986689
TOBG-MED-633_1413	9.974813	0
TOBG-MED-633_1414	1.095116	6.542734
TOBG-MED-633_1417	3.992664	13.723659
TOBG-MED-633_1418	2.735736	32.948605
TOBG-MED-633_1419	2.760841	0
TOBG-MED-633_142	7.483429	8.863758
TOBG-MED-633_1422	2.247101	0
TOBG-MED-633_1424	4.288506	0
TOBG-MED-633_1425	1.827873	0.775996
TOBG-MED-633_1426	4.034021	0
TOBG-MED-633_1428	1.685479	0
TOBG-MED-633_1429	2.594173	0
TOBG-MED-633_143	4.086032	0
TOBG-MED-633_1430	2.472051	4.187117
TOBG-MED-633_1431	2.19951	0
TOBG-MED-633_1432	1.90045	15.257712
TOBG-MED-633_1433	2.771073	0
TOBG-MED-633_1434	4.920028	0
TOBG-MED-633_1435	1.477755	2.892808
TOBG-MED-633_1436	2.448892	2.061489
TOBG-MED-633_1437	3.672622	0
TOBG-MED-633_1438	2.19692	0
TOBG-MED-633_1439	4.740368	0
TOBG-MED-633_144	6.966122	15.143909
TOBG-MED-633_1440	1.801965	3.139416
TOBG-MED-633_1441	2.790515	0
TOBG-MED-633_1443	4.133202	7.001271
TOBG-MED-633_1445	0.753561	8.191869
TOBG-MED-633_1446	5.331885	12.376799
TOBG-MED-633_1448	1.436864	0
TOBG-MED-633_145	0.636227	0
TOBG-MED-633_1450	2.742203	19.152371
TOBG-MED-633_1451	1.00992	6.018989
TOBG-MED-633_1452	3.286148	2.195379
TOBG-MED-633_1453	2.425541	12.463073
TOBG-MED-633_1454	3.97779	2.538919
TOBG-MED-633_1455	1.63263	31.092083
TOBG-MED-633_1456	2.566039	0
TOBG-MED-633_1457	1.416072	3.931575
TOBG-MED-633_1458	1.338031	2.820444
TOBG-MED-633_1459	1.14027	0
TOBG-MED-633_146	1.164059	0
TOBG-MED-633_1460	3.062774	0
TOBG-MED-633_1464	4.068435	0
TOBG-MED-633_1465	2.316432	0
TOBG-MED-633_1466	3.296067	0
TOBG-MED-633_1467	4.953266	2.528956
TOBG-MED-633_1468	1.554306	0
TOBG-MED-633_1469	4.362066	0
TOBG-MED-633_1470	13.601941	0
TOBG-MED-633_1471	2.800968	0
TOBG-MED-633_1474	8.94396	0
TOBG-MED-633_1475	1.500052	9.067407
TOBG-MED-633_1476	6.816667	0
TOBG-MED-633_1477	3.555948	8.794406
TOBG-MED-633_1478	2.717496	4.674082
TOBG-MED-633_1479	3.145479	2.721844
TOBG-MED-633_148	2.811077	0
TOBG-MED-633_1481	3.017528	0
TOBG-MED-633_1482	3.873529	35.463688
TOBG-MED-633_1484	2.460014	0
TOBG-MED-633_1485	1.334592	0
TOBG-MED-633_1487	2.087741	0
TOBG-MED-633_1488	3.798745	0
TOBG-MED-633_149	4.500155	0
TOBG-MED-633_1490	1.218462	0
TOBG-MED-633_1491	0.975912	0
TOBG-MED-633_1492	2.922245	0
TOBG-MED-633_1493	1.37312	0
TOBG-MED-633_1494	35.263537	0
TOBG-MED-633_1495	3.680565	0
TOBG-MED-633_1496	1.068085	0
TOBG-MED-633_1497	1.936357	10.159997
TOBG-MED-633_1498	2.916685	0
TOBG-MED-633_1499	0.770237	6.513073
TOBG-MED-633_150	2.512352	0
TOBG-MED-633_1500	3.046747	5.129113
TOBG-MED-633_1501	2.097695	4.844024
TOBG-MED-633_1503	1.904015	0
TOBG-MED-633_1504	2.983583	0
TOBG-MED-633_1506	2.789162	24.97542
TOBG-MED-633_151	1.701581	0.202508
TOBG-MED-633_1510	2.080117	1.044818
TOBG-MED-633_1511	5.40434	2.414032
TOBG-MED-633_1512	4.719192	0
TOBG-MED-633_1513	1.592638	1.998901
TOBG-MED-633_1514	3.530423	0
TOBG-MED-633_1515	2.494476	0
TOBG-MED-633_1516	1.535533	0
TOBG-MED-633_1517	1.827873	0
TOBG-MED-633_1519	1.111722	0
TOBG-MED-633_1520	2.724446	4.232498
TOBG-MED-633_1521	1.526505	0
TOBG-MED-633_1522	2.578435	0
TOBG-MED-633_1523	3.94755	0
TOBG-MED-633_1524	4.394114	0
TOBG-MED-633_1525	2.669184	0
TOBG-MED-633_1526	2.295947	0
TOBG-MED-633_1527	1.450131	0
TOBG-MED-633_1528	1.526505	11.872328
TOBG-MED-633_1529	4.076244	0
TOBG-MED-633_153	2.949452	0
TOBG-MED-633_1534	1.742262	0
TOBG-MED-633_1535	6.178676	0
TOBG-MED-633_1536	1.11391	0
TOBG-MED-633_1537	2.4034	3.390151
TOBG-MED-633_1538	2.595796	0
TOBG-MED-633_1540	2.270299	9.595071
TOBG-MED-633_1541	3.457782	9.42962
TOBG-MED-633_1545	1.449796	0
TOBG-MED-633_1547	1.28505	0
TOBG-MED-633_1548	3.932602	0
TOBG-MED-633_1549	1.038189	0
TOBG-MED-633_1551	12.953161	0
TOBG-MED-633_1552	23.414617	0
TOBG-MED-633_1554	4.360532	0
TOBG-MED-633_1555	5.406697	1.162199
TOBG-MED-633_1556	1.153501	0
TOBG-MED-633_1558	1.754032	7.346569
TOBG-MED-633_1559	1.406911	0
TOBG-MED-633_156	0.737422	0.622977
TOBG-MED-633_1560	12.92482	0
TOBG-MED-633_1561	4.141262	0
TOBG-MED-633_1563	2.899591	0
TOBG-MED-633_1564	1.866746	0
TOBG-MED-633_1565	1.362609	5.171859
TOBG-MED-633_1566	2.863165	4.001718
TOBG-MED-633_1567	2.882038	325.994657
TOBG-MED-633_1568	1.980673	1.734327
TOBG-MED-633_1569	0.774834	0
TOBG-MED-633_157	12.791313	0
TOBG-MED-633_1570	1.840283	0
TOBG-MED-633_1571	3.068351	1.549835
TOBG-MED-633_1572	0.731191	6.176039
TOBG-MED-633_1573	4.349387	1.250117
TOBG-MED-633_1575	2.296798	57.916808
TOBG-MED-633_1577	1.235862	0
TOBG-MED-633_1578	3.436953	26.880202
TOBG-MED-633_1579	1.46617	12.648379
TOBG-MED-633_158	3.78912	0
TOBG-MED-633_1580	1.950907	0
TOBG-MED-633_1581	0.624806	12.516731
TOBG-MED-633_1582	0.806108	0
TOBG-MED-633_1584	1.642381	0
TOBG-MED-633_1585	3.282896	0
TOBG-MED-633_1587	6.919707	0
TOBG-MED-633_1588	2.759606	0
TOBG-MED-633_1589	0.779486	0
TOBG-MED-633_159	4.805549	27.74574
TOBG-MED-633_1590	9.2583	0
TOBG-MED-633_1592	3.453467	1.936084
TOBG-MED-633_1593	5.082075	0
TOBG-MED-633_1594	2.19951	0
TOBG-MED-633_1596	5.405896	7.84854
TOBG-MED-633_1597	2.267331	2.600148
TOBG-MED-633_1598	2.31071	0
TOBG-MED-633_1599	2.022682	0
TOBG-MED-633_160	4.849184	0
TOBG-MED-633_1600	0.739522	0.624789
TOBG-MED-633_1601	55.367874	0
TOBG-MED-633_1602	6.611348	15.769317
TOBG-MED-633_1603	3.127071	0
TOBG-MED-633_1604	3.797978	7.60084
TOBG-MED-633_1606	1.893981	0
TOBG-MED-633_1607	3.178108	0
TOBG-MED-633_1608	3.508196	14.111753
TOBG-MED-633_1609	5.513784	20.424681
TOBG-MED-633_1611	4.043093	5.476091
TOBG-MED-633_1612	2.26672	0
TOBG-MED-633_1613	110.1576	329.936437
TOBG-MED-633_1614	3.370652	4.798571
TOBG-MED-633_1615	4.618455	2.353491
TOBG-MED-633_1616	3.641544	10.919613
TOBG-MED-633_1618	1.174371	0
TOBG-MED-633_1619	0.703456	16.623834
TOBG-MED-633_162	1.517583	0
TOBG-MED-633_1621	3.816972	0
TOBG-MED-633_1623	2.166921	10.16355
TOBG-MED-633_1624	3.138466	0
TOBG-MED-633_1625	2.948993	0
TOBG-MED-633_1628	3.772834	0
TOBG-MED-633_1629	2.400999	2.25387
TOBG-MED-633_163	3.733491	0
TOBG-MED-633_1630	1.621862	0
TOBG-MED-633_1632	0.837304	0
TOBG-MED-633_1633	2.790515	0
TOBG-MED-633_1634	1.9959	5.245291
TOBG-MED-633_1635	2.916551	0
TOBG-MED-633_1637	1.359042	8.023651
TOBG-MED-633_1638	1.458276	0
TOBG-MED-633_1639	1.347384	0
TOBG-MED-633_164	2.359414	0
TOBG-MED-633_1640	2.966538	4.386277
TOBG-MED-633_1641	1.84101	0
TOBG-MED-633_1643	2.425541	5.192947
TOBG-MED-633_1644	1.257052	0
TOBG-MED-633_1646	1.880839	0
TOBG-MED-633_1647	2.157367	6.912119
TOBG-MED-633_1648	2.033242	0
TOBG-MED-633_1649	1.33117	0
TOBG-MED-633_1652	1.102283	1.389453
TOBG-MED-633_1653	3.461229	0
TOBG-MED-633_1654	2.836882	0
TOBG-MED-633_1656	4.250248	0
TOBG-MED-633_1657	2.425541	0
TOBG-MED-633_1658	3.051397	0
TOBG-MED-633_166	2.819444	0
TOBG-MED-633_1660	3.139676	0
TOBG-MED-633_1662	1.827873	0
TOBG-MED-633_1664	5.188346	0
TOBG-MED-633_1665	2.778595	17.934482
TOBG-MED-633_1666	2.659192	45.108787
TOBG-MED-633_1667	1.897248	262.121565
TOBG-MED-633_167	1.418441	35.32164
TOBG-MED-633_1670	1.474496	3.816987
TOBG-MED-633_1671	0.871012	9.602354
TOBG-MED-633_1672	28.560861	0
TOBG-MED-633_1673	1.751075	2.56691
TOBG-MED-633_1674	2.144253	0
TOBG-MED-633_1675	1.753291	1.52514
TOBG-MED-633_1678	2.221261	12.271442
TOBG-MED-633_1679	1.85342	8.084835
TOBG-MED-633_168	2.098993	4.133114
TOBG-MED-633_1680	1.513532	6.396714
TOBG-MED-633_1685	1.433783	2.471471
TOBG-MED-633_1686	9.731174	5.621754
TOBG-MED-633_1687	2.460496	11.392851
TOBG-MED-633_169	1.844369	4.637917
TOBG-MED-633_1690	1.674152	0
TOBG-MED-633_1691	1.387799	0
TOBG-MED-633_1692	15.480478	21.278307
TOBG-MED-633_1693	3.360052	17.081389
TOBG-MED-633_1696	2.26672	0
TOBG-MED-633_1698	0.840124	0.351693
TOBG-MED-633_170	1.789545	0
TOBG-MED-633_1701	1.971485	11.078156
TOBG-MED-633_1702	2.414728	9.145067
TOBG-MED-633_1704	6.175372	83.571077
TOBG-MED-633_1706	3.771156	0.529341
TOBG-MED-633_1707	3.414987	0
TOBG-MED-633_1708	2.012014	0
TOBG-MED-633_171	4.967091	0
TOBG-MED-633_1710	1.738294	0
TOBG-MED-633_1711	3.299843	0
TOBG-MED-633_1712	2.905443	0
TOBG-MED-633_1713	2.133489	0
TOBG-MED-633_1715	3.457782	0
TOBG-MED-633_1716	1.28505	0
TOBG-MED-633_1717	1.278721	12.927149
TOBG-MED-633_1718	1.402796	3.623828
TOBG-MED-633_1719	1.753291	0
TOBG-MED-633_1720	0.862333	0
TOBG-MED-633_1721	1.837503	0
TOBG-MED-633_1722	7.203367	9.849761
TOBG-MED-633_1723	4.54806	0
TOBG-MED-633_1724	5.980052	0
TOBG-MED-633_1725	3.630189	3.08172
TOBG-MED-633_1726	2.392021	17.403608
TOBG-MED-633_1727	12.651665	0
TOBG-MED-633_1728	6.824673	6.198715
TOBG-MED-633_1729	2.759606	0
TOBG-MED-633_173	0.75238	2.543538
TOBG-MED-633_1730	1.535533	2.654578
TOBG-MED-633_1731	11.245392	9.438291
TOBG-MED-633_1732	7.983598	12.239013
TOBG-MED-633_1734	2.05922	0
TOBG-MED-633_1735	2.237419	10.509906
TOBG-MED-633_1737	2.769866	0
TOBG-MED-633_1738	6.882054	46.839585
TOBG-MED-633_1739	1.777808	0
TOBG-MED-633_1741	1.715325	9.134657
TOBG-MED-633_1742	4.533439	1.936733
TOBG-MED-633_1743	2.151166	0.60542
TOBG-MED-633_1744	2.1161	0
TOBG-MED-633_1745	3.928681	122.512744
TOBG-MED-633_1746	0.961309	70.290208
TOBG-MED-633_1747	1.847382	0
TOBG-MED-633_1748	5.188346	0
TOBG-MED-633_175	2.88349	6.214425
TOBG-MED-633_1750	2.352585	2.653497
TOBG-MED-633_1751	1.589455	0
TOBG-MED-633_1752	5.461178	0
TOBG-MED-633_1753	1.554496	4.551177
TOBG-MED-633_1756	2.811077	0
TOBG-MED-633_1757	3.775353	0
TOBG-MED-633_1758	3.108612	0
TOBG-MED-633_1759	2.569927	5.083113
TOBG-MED-633_176	3.495774	0
TOBG-MED-633_1760	7.209272	0
TOBG-MED-633_1761	2.068108	8.810131
TOBG-MED-633_1762	3.044815	5.148028
TOBG-MED-633_1763	3.284763	19.936999
TOBG-MED-633_1764	0.907547	0
TOBG-MED-633_1765	1.24774	0
TOBG-MED-633_1766	2.900261	3.061614
TOBG-MED-633_1767	3.97779	0.846306
TOBG-MED-633_1768	1.334592	9.001783
TOBG-MED-633_1769	2.648201	6.825494
TOBG-MED-633_1770	5.864679	0
TOBG-MED-633_1771	4.540597	0
TOBG-MED-633_1772	2.181487	0.365454
TOBG-MED-633_1773	4.417732	4.714404
TOBG-MED-633_1774	0.882859	0
TOBG-MED-633_1777	2.621463	3.376983
TOBG-MED-633_1778	2.049291	0
TOBG-MED-633_1779	2.569574	9.922973
TOBG-MED-633_178	0.94517	1.577999
TOBG-MED-633_1780	2.783654	0
TOBG-MED-633_1781	2.186004	5.051103
TOBG-MED-633_1783	0.528695	0
TOBG-MED-633_1784	0.853588	0
TOBG-MED-633_1787	1.441745	0
TOBG-MED-633_1789	2.519699	0
TOBG-MED-633_179	4.726663	5.774637
TOBG-MED-633_1790	1.095116	0
TOBG-MED-633_1793	6.487449	0
TOBG-MED-633_1794	0.837304	16.315611
TOBG-MED-633_1795	2.628647	0
TOBG-MED-633_1798	8.363583	0
TOBG-MED-633_1799	1.077131	6.786329
TOBG-MED-633_1800	2.019841	0
TOBG-MED-633_1801	0.517112	6.512047
TOBG-MED-633_1802	1.563795	10.941859
TOBG-MED-633_1803	1.29763	13.367843
TOBG-MED-633_1805	0.612223	5.153722
TOBG-MED-633_1806	3.378567	8.52041
TOBG-MED-633_1807	1.607429	5.380465
TOBG-MED-633_1808	5.888974	65.434098
TOBG-MED-633_181	3.164649	0
TOBG-MED-633_1812	1.796258	8.384523
TOBG-MED-633_1814	2.959587	2.832093
TOBG-MED-633_1815	3.412337	0
TOBG-MED-633_1816	5.082075	32.944671
TOBG-MED-633_1817	3.324938	0
TOBG-MED-633_1818	1.388106	8.784244
TOBG-MED-633_1820	1.860621	13.434566
TOBG-MED-633_1821	1.369798	7.510643
TOBG-MED-633_1822	1.479044	2.499154
TOBG-MED-633_1825	2.144253	9.43162
TOBG-MED-633_1827	2.144995	0
TOBG-MED-633_1828	1.265993	5.429172
TOBG-MED-633_1829	2.276658	0
TOBG-MED-633_183	1.500052	10.362751
TOBG-MED-633_1830	3.164649	0
TOBG-MED-633_1831	1.915526	0
TOBG-MED-633_1833	1.038361	24.8462
TOBG-MED-633_1834	1.611794	0
TOBG-MED-633_1835	1.56327	0
TOBG-MED-633_1836	0.798669	0
TOBG-MED-633_1837	3.442657	6.389526
TOBG-MED-633_1838	4.435018	0
TOBG-MED-633_1839	1.068085	5.465386
TOBG-MED-633_184	3.241904	32.278986
TOBG-MED-633_1840	2.965836	15.35891
TOBG-MED-633_1841	0.598865	7.495425
TOBG-MED-633_1842	2.359946	0
TOBG-MED-633_1843	2.74519	3.262799
TOBG-MED-633_1844	2.256047	23.892165
TOBG-MED-633_1845	2.275822	78.371437
TOBG-MED-633_1846	2.185159	2.19646
TOBG-MED-633_1848	6.828708	0
TOBG-MED-633_1849	1.904015	0
TOBG-MED-633_185	1.487518	0
TOBG-MED-633_1850	0.84274	4.284542
TOBG-MED-633_1851	1.648034	0
TOBG-MED-633_1852	2.661776	0
TOBG-MED-633_1856	2.852465	3.612163
TOBG-MED-633_1857	2.2871	0
TOBG-MED-633_1858	3.504454	0
TOBG-MED-633_1859	2.780967	0
TOBG-MED-633_186	1.470666	0.621175
TOBG-MED-633_1860	1.012052	0
TOBG-MED-633_1861	2.949452	0
TOBG-MED-633_1862	1.522407	0
TOBG-MED-633_1863	2.136171	0
TOBG-MED-633_1865	2.31071	0.711754
TOBG-MED-633_1866	0.834612	2.121119
TOBG-MED-633_1868	2.376056	0
TOBG-MED-633_1869	1.646434	0
TOBG-MED-633_187	24.307721	0
TOBG-MED-633_1870	2.351396	0
TOBG-MED-633_1871	4.071355	2.600383
TOBG-MED-633_1873	1.85342	6.467868
TOBG-MED-633_1874	3.436953	0
TOBG-MED-633_1875	1.936357	11.85333
TOBG-MED-633_1877	4.115505	143.843415
TOBG-MED-633_1879	1.74153	74.205152
TOBG-MED-633_188	3.212625	0
TOBG-MED-633_1880	2.518675	17.911523
TOBG-MED-633_1881	1.449796	0
TOBG-MED-633_1882	0.672481	17.579067
TOBG-MED-633_1883	13.633333	0
TOBG-MED-633_1884	11.754512	0
TOBG-MED-633_1885	3.015952	0
TOBG-MED-633_1886	3.015952	0
TOBG-MED-633_1888	1.854338	0
TOBG-MED-633_189	5.764076	0
TOBG-MED-633_1890	7.408924	0
TOBG-MED-633_1891	0.694053	0
TOBG-MED-633_1892	3.269259	13.225587
TOBG-MED-633_1894	3.009521	0.635885
TOBG-MED-633_1896	1.337745	0
TOBG-MED-633_1898	0.660505	14.476252
TOBG-MED-633_1899	1.685018	0
TOBG-MED-633_19	2.854807	1.982966
TOBG-MED-633_190	2.87329	9.770763
TOBG-MED-633_1900	4.320984	0
TOBG-MED-633_1903	4.278698	25.887171
TOBG-MED-633_1904	3.203699	12.485583
TOBG-MED-633_1905	0.838767	6.320136
TOBG-MED-633_1907	1.771742	0
TOBG-MED-633_1908	0.961309	0
TOBG-MED-633_191	1.840283	0
TOBG-MED-633_1910	1.207132	0
TOBG-MED-633_1911	2.381052	0
TOBG-MED-633_1912	0.567101	5.71521
TOBG-MED-633_1914	96.187704	0
TOBG-MED-633_1915	2.16211	5.708693
TOBG-MED-633_1916	3.087686	161.570749
TOBG-MED-633_1918	2.275822	542.571488
TOBG-MED-633_1919	3.928681	554.910665
TOBG-MED-633_192	2.31071	0
TOBG-MED-633_1920	2.263067	18.625838
TOBG-MED-633_1921	1.625814	33.692084
TOBG-MED-633_1922	2.485287	29.580292
TOBG-MED-633_1924	3.690021	0
TOBG-MED-633_1927	1.993856	72.563411
TOBG-MED-633_1928	1.554306	68.571711
TOBG-MED-633_193	1.400689	0
TOBG-MED-633_1930	1.265993	36.918367
TOBG-MED-633_1931	3.241904	26.41008
TOBG-MED-633_1932	1.174371	31.142373
TOBG-MED-633_1934	3.603931	72.206568
TOBG-MED-633_1935	3.415759	14.659419
TOBG-MED-633_1936	3.779549	0
TOBG-MED-633_1937	2.133728	0
TOBG-MED-633_1938	2.494476	8.863758
TOBG-MED-633_1939	0.961309	0
TOBG-MED-633_194	1.884531	0
TOBG-MED-633_1940	0.979442	7.498595
TOBG-MED-633_1945	6.483808	29.344533
TOBG-MED-633_1947	2.959587	4.602152
TOBG-MED-633_1948	0.891958	12.109738
TOBG-MED-633_1949	1.89456	0
TOBG-MED-633_195	0.731191	4.940831
TOBG-MED-633_1952	3.761679	5.59361
TOBG-MED-633_1954	5.96264	0
TOBG-MED-633_1955	3.230839	0
TOBG-MED-633_1956	1.761887	0
TOBG-MED-633_1957	2.410839	4.761238
TOBG-MED-633_1958	3.580131	2.278603
TOBG-MED-633_1959	4.39902	0
TOBG-MED-633_196	5.039398	3.241121
TOBG-MED-633_1960	5.828778	23.567496
TOBG-MED-633_1961	2.587466	7.194217
TOBG-MED-633_1962	2.55116	0
TOBG-MED-633_1963	1.980673	0
TOBG-MED-633_1964	2.860322	14.489257
TOBG-MED-633_1965	2.621831	0
TOBG-MED-633_1966	0.98245	1.023151
TOBG-MED-633_1969	0.674227	0
TOBG-MED-633_197	4.804319	8.514126
TOBG-MED-633_1970	4.760276	6.323235
TOBG-MED-633_1971	4.086032	25.089548
TOBG-MED-633_1972	4.674569	0
TOBG-MED-633_1973	1.526884	0
TOBG-MED-633_1974	6.168816	0
TOBG-MED-633_1976	0.983151	15.055581
TOBG-MED-633_1977	3.223588	0
TOBG-MED-633_1978	2.043689	0
TOBG-MED-633_1979	5.551198	0
TOBG-MED-633_198	4.632863	6.142884
TOBG-MED-633_1981	4.103529	0
TOBG-MED-633_1982	4.718219	0
TOBG-MED-633_1984	2.883928	3.269312
TOBG-MED-633_1985	4.943447	1.05907
TOBG-MED-633_1986	2.327685	19.905686
TOBG-MED-633_1987	2.831515	11.228987
TOBG-MED-633_1988	0.721038	7.306225
TOBG-MED-633_1989	0.882981	0
TOBG-MED-633_1990	1.297898	0
TOBG-MED-633_1991	3.690021	3.161623
TOBG-MED-633_1992	0.94728	0
TOBG-MED-633_1995	5.520848	0
TOBG-MED-633_1997	1.017839	0
TOBG-MED-633_1999	4.231249	0
TOBG-MED-633_2	16.197371	0
TOBG-MED-633_2000	3.892889	0
TOBG-MED-633_2001	2.448414	1.04873
TOBG-MED-633_2002	4.051287	33.504456
TOBG-MED-633_2003	3.131953	28.78572
TOBG-MED-633_2004	0.84274	0
TOBG-MED-633_2005	1.63249	2.764471
TOBG-MED-633_2006	1.221566	4.113111
TOBG-MED-633_2007	4.115505	0
TOBG-MED-633_2008	0.750206	33.602423
TOBG-MED-633_2009	4.54806	4.201638
TOBG-MED-633_201	0.891958	12.866596
TOBG-MED-633_2010	2.703349	22.081781
TOBG-MED-633_2011	1.294662	0
TOBG-MED-633_2012	1.535533	0
TOBG-MED-633_2013	2.821259	19.977177
TOBG-MED-633_2014	1.474843	1.86893
TOBG-MED-633_2015	4.231249	13.362503
TOBG-MED-633_2016	3.029761	13.757689
TOBG-MED-633_2017	4.800326	0
TOBG-MED-633_2018	11.754512	0
TOBG-MED-633_2019	3.760529	0
TOBG-MED-633_2022	3.601684	65.665076
TOBG-MED-633_2024	1.324101	0
TOBG-MED-633_2026	5.294141	0
TOBG-MED-633_2027	5.399124	0
TOBG-MED-633_2028	1.291176	0
TOBG-MED-633_2029	0.937026	14.330264
