Gene	DNA	RNA
TOBG-MED-1270_250	2.46888249435798	0.497975174394501
TOBG-MED-1270_259	20.1552575313738	9.03406289830732
TOBG-MED-1270_277	1.25526019678419	4.70927415666228
TOBG-MED-1270_317	0.402641934242949	1.21819702566674
TOBG-MED-1270_320	1.45437043489479	0.377161000311106
TOBG-MED-1270_325	2.42549957512805	0.489224811905141
TOBG-MED-1270_351	36.3877779397206	7.43475540482547
TOBG-MED-1270_381	1.41770563401509	1.71571278572895
TOBG-MED-1270_389	0.858559646044761	3.11709651147703
TOBG-MED-1270_396	0.998266097324234	13.2891599794036
TOBG-MED-1270_457	11.0734304927124	7.48885445662773
TOBG-MED-1270_460	41.7419308324442	267.315127120842
TOBG-MED-1270_48	2.1247729275541	6.68566166126623
TOBG-MED-1270_482	2.05740207863165	21.1639449117663
TOBG-MED-1270_494	1.70411081260399	8.9367261936791
TOBG-MED-1270_497	0.60468448189174	17.9288911354579
TOBG-MED-1270_504	1.2404924297632	2.50208114585472
TOBG-MED-1270_55	2.43620173931835	9.21343959845422
TOBG-MED-1270_551	17.8525894653752	5.94144983206138
TOBG-MED-1270_588	16.5694345975513	12.7606138438591
TOBG-MED-1270_603	1.18640626193949	2.58442812027526
TOBG-MED-1270_630	25.833956859516	11.2823536515612
TOBG-MED-1270_651	2.34315236733049	1.06338448698826
TOBG-MED-1270_674	1.30108203430176	1.83700353536275
TOBG-MED-1270_692	86.4548175960233	29.0633197867253
TOBG-MED-1270_707	0.441641283894753	11.2239954228708
TOBG-MED-1270_720	2.12210025720497	6.42043463841967
TOBG-MED-1270_756	4.1148041572633	14.1092966078442
TOBG-MED-1270_766	1.07799981116802	24.1350907206536
TOBG-MED-1270_786	1.64592166290532	19.9190069757801
TOBG-MED-1270_794	1.18252549379296	9.30212971795336
TOBG-MED-1270_8	20.9248955594165	0.791355897293587
TOBG-MED-1270_84	0.779246976664182	7.30861947639043
TOBG-MED-1270_842	2.60551305710881	20.1016619625271
TOBG-MED-1270_9	3.23085788534496	2.12499814219136
TOBG-MED-1270_947	1.93471296385087	11.7069851778524
TOBG-MED-1270_953	2.47107413438848	5.30134689651669
TOBG-MED-1270_956	0.622534946301828	10.9242155416063
TOBG-MED-1270_960	75.7306845121215	9.07421428896647
TOBG-MED-1270_962	102.691199403006	3.65521419568342
TOBG-MED-1270_969	0.878682137748935	0.177230747831376
TOBG-MED-1270_987	2.52429382216153	2.54575837283972
TOBG-MED-1270_999	2.04081012638462	10.4966339683357
TOBG-MED-174_1045	6.19545371700944	9.22801453115234
TOBG-MED-174_105	3.28289322649582	12.5365831447794
TOBG-MED-174_106	5.30700734852337	14.873298255094
TOBG-MED-174_108	8.14222830346503	5.91225351839031
TOBG-MED-174_120	9.13988101748779	5.53055949891861
TOBG-MED-174_1218	5.62356568159318	41.7620089435389
TOBG-MED-174_123	6.80880149789309	6.18002822931292
TOBG-MED-174_1248	13.9044206413018	4.2067957727008
TOBG-MED-174_1250	4.29826676300116	18.8564484826453
TOBG-MED-174_1258	14.8188555123064	10.0015622019436
TOBG-MED-174_1289	1.2977459265215	6.6747826260186
TOBG-MED-174_129	1.21920123178172	3.1353992461876
TOBG-MED-174_1291	4.72379517253827	10.2084910750873
TOBG-MED-174_131	10.224664875624	7.85268544237483
TOBG-MED-174_132	20.0216443527539	2.78052286091871
TOBG-MED-174_1328	8.51044064573449	51.4968392511821
TOBG-MED-174_133	33.2536735442435	3.89022655949449
TOBG-MED-174_1394	7.44939869509746	7.68951275785795
TOBG-MED-174_1396	7.40507694713606	13.4424787057447
TOBG-MED-174_1400	11.2889422604473	33.3958072344863
TOBG-MED-174_143	10.6018041538232	8.92545667767193
TOBG-MED-174_16	26.6379427022835	32.2373402371177
TOBG-MED-174_160	6.61595962540374	18.8156502168275
TOBG-MED-174_161	7.21444281520178	35.2595908843475
TOBG-MED-174_167	13.2529891859202	10.1868169963716
TOBG-MED-174_179	9.22616244636382	19.9384591310298
TOBG-MED-174_203	6.97496518647216	1.58271179458717
TOBG-MED-174_207	5.11233243781198	77.337053599146
TOBG-MED-174_265	5.69742114082611	13.2154950127771
TOBG-MED-174_298	2.16489237971507	18.1525872462597
TOBG-MED-174_339	2.34315236733049	5.67138393060404
TOBG-MED-174_365	8.48678357435556	2.64549311397079
TOBG-MED-174_366	11.3735036256941	2.29404293822186
TOBG-MED-174_368	13.4965576358236	7.67678528846563
TOBG-MED-174_374	5.03602896859091	1.52365538434138
TOBG-MED-174_389	0.300190338875081	0.181645748667033
TOBG-MED-174_426	2.84460520858799	2.25089945883896
TOBG-MED-174_441	1.32008584074957	7.34883551571228
TOBG-MED-174_457	13.7408392219924	15.7053708847497
TOBG-MED-174_509	4.74716583511113	5.52407525708186
TOBG-MED-174_520	1.63793175192034	65.4136321316272
TOBG-MED-174_526	0.479962931572676	0.145213244311341
TOBG-MED-174_598	12.4968126257626	19.660797626094
TOBG-MED-174_60	22.1013498403225	100.301768205006
TOBG-MED-174_641	2.48620798554646	0.429831203161569
TOBG-MED-174_65	5.89884512055229	14.277609895227
TOBG-MED-174_663	6.48042140004336	15.0317090094115
TOBG-MED-174_68	3.79970654161702	11.0362065676619
TOBG-MED-174_747	9.15737209111207	2.34432989198246
TOBG-MED-174_75	7.52760760528221	5.09084856762883
TOBG-MED-174_772	2.02772801018985	7.85268544237483
TOBG-MED-174_774	6.62777383902054	1.09376690090221
TOBG-MED-174_788	4.91379525576103	13.1322822082433
TOBG-MED-174_797	10.3609147551949	5.55966489604985
TOBG-MED-174_804	8.20958493663238	11.1771800092196
TOBG-MED-174_810	8.68344700834241	15.7631112188848
TOBG-MED-174_813	6.36630077161492	10.3529508544517
TOBG-MED-174_815	12.1045359962544	21.5156538353857
TOBG-MED-174_817	5.32327819374112	0.247778909589497
TOBG-MED-174_823	2.05098550663163	0.195564963124277
TOBG-MED-174_824	16.6330815934446	37.3832067538407
TOBG-MED-174_828	22.7840014734337	3.02827994421012
TOBG-MED-174_844	6.74827881791182	5.28439538004518
TOBG-MED-174_845	8.3518302201879	3.43652174804918
TOBG-MED-174_854	1.60673305188377	0.0747874804035698
TOBG-MED-174_866	7.17902001905513	7.96407105148653
TOBG-MED-174_880	5.44216033702566	19.7583698227496
TOBG-MED-174_889	13.5823408411361	13.8420217967285
TOBG-MED-174_891	3.32661631868893	8.05176760851954
TOBG-MED-174_911	2.84977990621276	3.27637382477463
TOBG-MED-174_917	5.3388281787277	19.06015738703
TOBG-MED-174_922	2.05740207863165	1.24493793598625
TOBG-MED-174_926	6.35539957166353	72.0188068995883
TOBG-MED-174_935	3.4033106430391	16.1806054504265
TOBG-MED-174_937	12.2167116531162	11.4992198317075
TOBG-MED-174_946	3.35179411485686	14.873298255094
TOBG-MED-174_956	1.06776563574554	18.0909968419268
TOBG-MED-174_959	9.87923700820424	21.6125711950046
TOBG-MED-174_960	10.224664875624	3.2997142868969
TOBG-MED-174_965	6.86444637189778	7.02932092807261
TOBG-MED-174_971	1.54864347231566	46.5210536018379
TOBG-MED-587_1004	11.8622088596106	10.1021526263885
TOBG-MED-587_1006	10.2691199403006	11.5400333892291
TOBG-MED-587_1011	7.58233575046272	50.4689446408809
TOBG-MED-587_1012	7.95787596451866	9.95167368955049
TOBG-MED-587_1014	9.25396884312802	24.1213291225691
TOBG-MED-587_1015	12.8873380203177	7.08922991325505
TOBG-MED-587_1017	11.7022176033153	3.54051713586842
TOBG-MED-587_1019	13.2649021031358	37.3605963577175
TOBG-MED-587_1020	14.2437718993987	34.5463815620601
TOBG-MED-587_1023	10.8843206740513	13.9955119577809
TOBG-MED-587_1024	9.67110021675261	15.6053366752927
TOBG-MED-587_1025	10.681457295848	32.1677632438002
TOBG-MED-587_1026	10.6238646377705	73.2851374408029
TOBG-MED-587_1029	10.5951237479292	32.0556483034142
TOBG-MED-587_1031	14.6172104359101	31.6942322186825
TOBG-MED-587_1034	13.0893339140531	23.7611430195997
TOBG-MED-587_1037	2.10883713059744	141.642813666836
TOBG-MED-587_1038	12.3444124717899	35.6882208316059
TOBG-MED-587_1039	11.5355193468578	6.1076442329582
TOBG-MED-587_1040	8.38874438690696	1.12801006354556
TOBG-MED-587_1045	7.55404345288636	22.8548307651208
TOBG-MED-587_1048	7.89052645746928	6.82081809025876
TOBG-MED-587_1051	7.610840772081	65.2422361941668
TOBG-MED-587_1052	14.3897121852531	6.00499475005134
TOBG-MED-587_1058	10.3895788252308	4.19116935634082
TOBG-MED-587_1059	7.15559744150519	5.49559878430473
TOBG-MED-587_1060	12.2344749561378	16.3647566852544
TOBG-MED-587_1070	8.47064286767174	22.6380764426622
TOBG-MED-587_1071	8.97010476818544	2.5051511840705
TOBG-MED-587_1072	14.3947927003238	5.92301529953869
TOBG-MED-587_1073	5.61317092062905	14.5296453379246
TOBG-MED-587_1084	10.1224182268677	9.69806652133291
TOBG-MED-587_1088	10.0169763703379	3.50916880706125
TOBG-MED-587_1091	8.54682889933766	7.86998210634481
TOBG-MED-587_1093	7.82661203108329	35.7823398508214
TOBG-MED-587_1095	8.25838316877321	6.42492445285213
TOBG-MED-587_1096	11.4228677907362	12.494767722112
TOBG-MED-587_1097	8.272083712279	15.1480835307747
TOBG-MED-587_1099	10.0221962642255	8.0859335248216
TOBG-MED-587_1103	16.1773807278708	0.466141144981154
TOBG-MED-587_1104	10.4291581731364	4.82583214458671
TOBG-MED-587_1106	11.9727527414565	3.55650656809492
TOBG-MED-587_1109	9.45137089343392	4.00332983336756
TOBG-MED-587_1116	8.58559646044761	2.33782238360777
TOBG-MED-587_1118	8.77666320248647	0.295043094655702
TOBG-MED-587_1121	15.2331350291463	10.3697990604724
TOBG-MED-587_1128	11.4162611581215	13.5601510521209
TOBG-MED-587_1136	11.0941091677689	10.4168276276401
TOBG-MED-587_1143	9.4779196880784	25.2344723204405
TOBG-MED-587_1144	10.6551770809134	15.0440921106549
TOBG-MED-587_1147	10.44265979388	2.10629114341553
TOBG-MED-587_1150	14.1430993189769	7.33544268868547
TOBG-MED-587_1162	14.4018145504216	6.22468967993127
TOBG-MED-587_1169	8.83123130502901	2.76403187953627
TOBG-MED-587_1171	15.0158036524216	10.1550434778355
TOBG-MED-587_1172	5.42868964312213	3.0322250718081
TOBG-MED-587_1175	11.3693827910471	7.32348272778
TOBG-MED-587_1176	14.4018145504216	4.97975174394501
TOBG-MED-587_1185	9.51044196151788	16.0133193334702
TOBG-MED-587_1191	8.69623559009255	15.4355191513347
TOBG-MED-587_1192	11.7745322886139	9.2399646590212
TOBG-MED-587_1195	8.8235863204914	4.27133517786078
TOBG-MED-587_1203	15.8162784794808	46.2572251839892
TOBG-MED-587_1210	8.51724510998579	16.4525195967426
TOBG-MED-587_1234	10.0720579371818	12.9510707669018
TOBG-MED-587_1241	7.38862644296914	7.45145333947976
TOBG-MED-587_1244	11.9352923643756	2.73267447516677
