MT	TARA_025	ERR3586990	50m	https://www.ncbi.nlm.nih.gov/biosample/SAMEA2619784
MT	TARA_025	ERR3587083	50m	https://www.ncbi.nlm.nih.gov/biosample/SAMEA2619784
MG	TARA_025	ERR599094	50m	https://www.ncbi.nlm.nih.gov/biosample/SAMEA2619782
MG	TARA_025	ERR599153	50m	https://www.ncbi.nlm.nih.gov/biosample/SAMEA2619782
